id,section_id,student_id,status
enr_266,sec_0008,stu_0156,active
enr_267,sec_0008,stu_1198,active
enr_268,sec_0008,stu_0347,active
enr_269,sec_0008,stu_0938,active
enr_270,sec_0008,stu_0095,active
enr_271,sec_0008,stu_1038,active
enr_272,sec_0008,stu_0301,active
enr_273,sec_0008,stu_0443,active
enr_274,sec_0008,stu_1005,active
enr_275,sec_0008,stu_0065,active
enr_276,sec_0008,stu_0899,active
enr_277,sec_0009,stu_1138,active
enr_278,sec_0009,stu_1297,active
enr_279,sec_0009,stu_1064,active
enr_280,sec_0009,stu_0669,active
enr_281,sec_0009,stu_0863,active
enr_282,sec_0009,stu_0866,active
enr_283,sec_0009,stu_0311,active
enr_284,sec_0009,stu_0265,active
enr_285,sec_0009,stu_0936,active
enr_286,sec_0009,stu_0292,active
enr_287,sec_0009,stu_0044,active
enr_288,sec_0009,stu_0918,active
enr_289,sec_0009,stu_0967,active
enr_290,sec_0009,stu_1031,active
enr_291,sec_0009,stu_0553,active
enr_292,sec_0009,stu_0451,active
enr_293,sec_0009,stu_1081,active
enr_294,sec_0009,stu_0661,active
enr_295,sec_0009,stu_0389,active
enr_296,sec_0009,stu_0585,active
enr_297,sec_0010,stu_0615,active
enr_298,sec_0010,stu_0936,active
enr_299,sec_0010,stu_0682,active
enr_300,sec_0010,stu_1100,active
enr_301,sec_0010,stu_0718,active
enr_302,sec_0010,stu_1149,active
enr_303,sec_0010,stu_0189,active
enr_304,sec_0010,stu_1310,active
enr_305,sec_0010,stu_0937,active
enr_306,sec_0010,stu_1384,active
enr_307,sec_0010,stu_0954,active
enr_308,sec_0010,stu_0951,active
enr_309,sec_0010,stu_0308,active
enr_310,sec_0010,stu_0586,active
enr_311,sec_0010,stu_1366,active
enr_312,sec_0010,stu_0148,active
enr_313,sec_0010,stu_0873,active
enr_314,sec_0010,stu_0696,active
enr_315,sec_0010,stu_0806,active
enr_316,sec_0010,stu_0800,active
enr_317,sec_0010,stu_0261,active
enr_318,sec_0010,stu_0604,active
enr_319,sec_0010,stu_0171,active
enr_320,sec_0010,stu_1145,active
enr_321,sec_0011,stu_0043,active
enr_322,sec_0011,stu_0923,active
enr_323,sec_0011,stu_0613,active
enr_324,sec_0011,stu_0122,active
enr_325,sec_0011,stu_0848,active
enr_326,sec_0011,stu_1309,active
enr_327,sec_0011,stu_1020,active
enr_328,sec_0011,stu_1192,active
enr_329,sec_0011,stu_0160,active
enr_330,sec_0011,stu_0206,active
enr_331,sec_0011,stu_0287,active
enr_332,sec_0011,stu_1365,active
enr_333,sec_0011,stu_1236,active
enr_334,sec_0011,stu_0021,active
enr_335,sec_0011,stu_1242,active
enr_336,sec_0011,stu_0737,active
enr_337,sec_0011,stu_1202,active
enr_338,sec_0011,stu_0450,active
enr_339,sec_0011,stu_0283,active
enr_340,sec_0011,stu_0296,active
enr_341,sec_0011,stu_0502,active
enr_342,sec_0011,stu_0445,active
enr_343,sec_0011,stu_0783,active
enr_344,sec_0011,stu_0567,active
enr_345,sec_0011,stu_0704,active
enr_346,sec_0011,stu_0876,active
enr_347,sec_0011,stu_1329,active
enr_348,sec_0011,stu_1173,active
enr_349,sec_0011,stu_1122,active
enr_350,sec_0011,stu_0747,active
enr_351,sec_0011,stu_0176,active
enr_352,sec_0011,stu_0657,active
enr_353,sec_0011,stu_0816,active
enr_354,sec_0011,stu_1153,active
enr_355,sec_0011,stu_0432,active
enr_356,sec_0012,stu_0732,active
enr_357,sec_0012,stu_1116,active
enr_358,sec_0012,stu_0270,active
enr_359,sec_0012,stu_0573,active
enr_360,sec_0012,stu_0305,active
enr_361,sec_0012,stu_1217,active
enr_362,sec_0012,stu_1113,active
enr_363,sec_0012,stu_1099,active
enr_364,sec_0012,stu_1149,active
enr_365,sec_0012,stu_0194,active
enr_366,sec_0012,stu_0526,active
enr_367,sec_0012,stu_1202,active
enr_368,sec_0012,stu_1308,active
enr_369,sec_0012,stu_0840,active
enr_370,sec_0012,stu_0060,active
enr_371,sec_0012,stu_1328,active
enr_372,sec_0012,stu_0279,active
enr_373,sec_0012,stu_0568,active
enr_374,sec_0012,stu_0749,active
enr_375,sec_0012,stu_0667,active
enr_376,sec_0012,stu_0376,active
enr_377,sec_0012,stu_0519,active
enr_378,sec_0012,stu_1117,active
enr_379,sec_0012,stu_0043,active
enr_380,sec_0013,stu_0978,active
enr_381,sec_0013,stu_1205,active
enr_382,sec_0013,stu_1252,active
enr_383,sec_0013,stu_0131,active
enr_384,sec_0013,stu_1047,active
enr_385,sec_0013,stu_1108,active
enr_386,sec_0013,stu_0009,active
enr_387,sec_0013,stu_0433,active
enr_388,sec_0013,stu_1291,active
enr_389,sec_0013,stu_1024,active
enr_390,sec_0013,stu_0778,active
enr_391,sec_0013,stu_0462,active
enr_392,sec_0013,stu_0017,active
enr_393,sec_0013,stu_0406,active
enr_394,sec_0013,stu_0904,active
enr_395,sec_0013,stu_1027,active
enr_396,sec_0013,stu_0787,active
enr_397,sec_0013,stu_1117,active
enr_398,sec_0013,stu_1065,active
enr_399,sec_0013,stu_0670,active
enr_400,sec_0013,stu_0133,active
enr_401,sec_0013,stu_0288,active
enr_402,sec_0013,stu_1343,active
enr_403,sec_0013,stu_0269,active
enr_404,sec_0013,stu_0382,active
enr_405,sec_0013,stu_0870,active
enr_406,sec_0014,stu_0306,active
enr_407,sec_0014,stu_0446,active
enr_408,sec_0014,stu_1079,active
enr_409,sec_0014,stu_1346,active
enr_410,sec_0014,stu_0424,active
enr_411,sec_0014,stu_0390,active
enr_412,sec_0014,stu_1236,active
enr_413,sec_0014,stu_0989,active
enr_414,sec_0014,stu_0088,active
enr_415,sec_0014,stu_1336,active
enr_416,sec_0014,stu_1084,active
enr_417,sec_0014,stu_1037,active
enr_418,sec_0014,stu_0874,active
enr_419,sec_0014,stu_0817,active
enr_420,sec_0014,stu_0205,active
enr_421,sec_0014,stu_0091,active
enr_422,sec_0014,stu_0113,active
enr_423,sec_0014,stu_0829,active
enr_424,sec_0015,stu_1183,active
enr_425,sec_0015,stu_0912,active
enr_426,sec_0015,stu_0004,active
enr_427,sec_0015,stu_0271,active
enr_428,sec_0015,stu_0659,active
enr_429,sec_0015,stu_0953,active
enr_430,sec_0015,stu_0451,active
enr_431,sec_0015,stu_0539,active
enr_432,sec_0015,stu_1371,active
enr_433,sec_0015,stu_1238,active
enr_434,sec_0015,stu_1391,active
enr_435,sec_0015,stu_1279,active
enr_436,sec_0015,stu_0069,active
enr_437,sec_0015,stu_0638,active
enr_438,sec_0015,stu_1019,active
enr_439,sec_0015,stu_0493,active
enr_440,sec_0015,stu_0019,active
enr_441,sec_0015,stu_1336,active
enr_442,sec_0015,stu_0434,active
enr_443,sec_0015,stu_1060,active
enr_444,sec_0015,stu_0828,active
enr_445,sec_0015,stu_0127,active
enr_446,sec_0015,stu_0970,active
enr_447,sec_0015,stu_1242,active
enr_448,sec_0015,stu_0430,active
enr_449,sec_0015,stu_1139,active
enr_450,sec_0015,stu_0651,active
enr_451,sec_0015,stu_1090,active
enr_452,sec_0016,stu_0030,active
enr_453,sec_0016,stu_1109,active
enr_454,sec_0016,stu_0481,active
enr_455,sec_0016,stu_1379,active
enr_456,sec_0016,stu_0008,active
enr_457,sec_0016,stu_0149,active
enr_458,sec_0016,stu_1014,active
enr_459,sec_0016,stu_0048,active
enr_460,sec_0016,stu_1216,active
enr_461,sec_0016,stu_0918,active
enr_462,sec_0016,stu_0945,active
enr_463,sec_0016,stu_1231,active
enr_464,sec_0016,stu_0841,active
enr_465,sec_0016,stu_0422,active
enr_466,sec_0016,stu_1161,active
enr_467,sec_0016,stu_0318,active
enr_468,sec_0016,stu_1380,active
enr_469,sec_0016,stu_0038,active
enr_470,sec_0016,stu_0261,active
enr_471,sec_0016,stu_0240,active
enr_472,sec_0016,stu_1317,active
enr_473,sec_0016,stu_1185,active
enr_474,sec_0016,stu_1327,active
enr_475,sec_0016,stu_0423,active
enr_476,sec_0016,stu_1087,active
enr_477,sec_0016,stu_0212,active
enr_478,sec_0016,stu_0928,active
enr_479,sec_0017,stu_0633,active
enr_480,sec_0017,stu_0732,active
enr_481,sec_0017,stu_1210,active
enr_482,sec_0017,stu_0309,active
enr_483,sec_0017,stu_0229,active
enr_484,sec_0017,stu_0380,active
enr_485,sec_0017,stu_0950,active
enr_486,sec_0017,stu_0928,active
enr_487,sec_0017,stu_1150,active
enr_488,sec_0017,stu_0304,active
enr_489,sec_0017,stu_0118,active
enr_490,sec_0017,stu_1115,active
enr_491,sec_0017,stu_0385,active
enr_492,sec_0017,stu_0679,active
enr_493,sec_0017,stu_1109,active
enr_494,sec_0017,stu_1116,active
enr_495,sec_0017,stu_0467,active
enr_496,sec_0017,stu_0441,active
enr_497,sec_0017,stu_1315,active
enr_498,sec_0017,stu_0062,active
enr_499,sec_0017,stu_1309,active
enr_500,sec_0017,stu_0240,active
enr_501,sec_0017,stu_0079,active
enr_502,sec_0017,stu_0546,active
enr_503,sec_0018,stu_0916,active
enr_504,sec_0018,stu_0005,active
enr_505,sec_0018,stu_0825,active
enr_506,sec_0018,stu_1361,active
enr_507,sec_0018,stu_1369,active
enr_508,sec_0018,stu_1177,active
enr_509,sec_0018,stu_0387,active
enr_510,sec_0018,stu_0889,active
enr_511,sec_0018,stu_0064,active
enr_512,sec_0018,stu_1147,active
enr_513,sec_0018,stu_0186,active
enr_514,sec_0018,stu_0472,active
enr_515,sec_0018,stu_0514,active
enr_516,sec_0018,stu_1352,active
enr_517,sec_0018,stu_0180,active
enr_518,sec_0018,stu_0564,active
enr_519,sec_0018,stu_0491,active
enr_520,sec_0018,stu_1319,active
enr_521,sec_0019,stu_0049,active
enr_522,sec_0019,stu_1019,active
enr_523,sec_0019,stu_0213,active
enr_524,sec_0019,stu_0381,active
enr_525,sec_0019,stu_0887,active
enr_526,sec_0019,stu_0175,active
enr_527,sec_0019,stu_0406,active
enr_528,sec_0019,stu_0959,active
enr_529,sec_0019,stu_1218,active
enr_530,sec_0019,stu_0074,active
enr_531,sec_0019,stu_1090,active
enr_532,sec_0019,stu_0786,active
enr_533,sec_0019,stu_0155,active
enr_534,sec_0019,stu_1153,active
enr_535,sec_0019,stu_1138,active
enr_536,sec_0019,stu_0849,active
enr_537,sec_0019,stu_0002,active
enr_538,sec_0019,stu_0236,active
enr_539,sec_0019,stu_1334,active
enr_540,sec_0019,stu_0448,active
enr_541,sec_0019,stu_0428,active
enr_542,sec_0019,stu_0792,active
enr_543,sec_0019,stu_0656,active
enr_544,sec_0019,stu_1024,active
enr_545,sec_0019,stu_0439,active
enr_546,sec_0019,stu_0758,active
enr_547,sec_0019,stu_1260,active
enr_548,sec_0019,stu_0478,active
enr_549,sec_0019,stu_0566,active
enr_550,sec_0019,stu_0659,active
enr_551,sec_0019,stu_0724,active
enr_552,sec_0019,stu_0568,active
enr_553,sec_0019,stu_0834,active
enr_554,sec_0019,stu_0886,active
enr_555,sec_0019,stu_0921,active
enr_556,sec_0019,stu_1337,active
enr_557,sec_0019,stu_0201,active
enr_558,sec_0019,stu_0762,active
enr_559,sec_0019,stu_0168,active
enr_560,sec_0019,stu_0269,active
enr_561,sec_0019,stu_0753,active
enr_562,sec_0019,stu_1158,active
enr_563,sec_0019,stu_0120,active
enr_564,sec_0019,stu_0214,active
enr_565,sec_0019,stu_0645,active
enr_566,sec_0020,stu_0363,active
enr_567,sec_0020,stu_1088,active
enr_568,sec_0020,stu_0752,active
enr_569,sec_0020,stu_1282,active
enr_570,sec_0020,stu_0265,active
enr_571,sec_0020,stu_1345,active
enr_572,sec_0020,stu_1352,active
enr_573,sec_0020,stu_1351,active
enr_574,sec_0020,stu_1319,active
enr_575,sec_0020,stu_0444,active
enr_576,sec_0020,stu_0206,active
enr_577,sec_0020,stu_1053,active
enr_578,sec_0020,stu_1085,active
enr_579,sec_0020,stu_0262,active
enr_580,sec_0020,stu_0954,active
enr_581,sec_0020,stu_1200,active
enr_582,sec_0020,stu_0836,active
enr_583,sec_0020,stu_0500,active
enr_584,sec_0020,stu_1172,active
enr_585,sec_0020,stu_0401,active
enr_586,sec_0020,stu_0716,active
enr_587,sec_0021,stu_0034,active
enr_588,sec_0021,stu_1395,active
enr_589,sec_0021,stu_1223,active
enr_590,sec_0021,stu_0196,active
enr_591,sec_0021,stu_0761,active
enr_592,sec_0021,stu_0405,active
enr_593,sec_0021,stu_0204,active
enr_594,sec_0021,stu_0048,active
enr_595,sec_0021,stu_0734,active
enr_596,sec_0021,stu_0077,active
enr_597,sec_0021,stu_0404,active
enr_598,sec_0021,stu_0289,active
enr_599,sec_0021,stu_1124,active
enr_600,sec_0021,stu_1146,active
enr_601,sec_0021,stu_0101,active
enr_602,sec_0021,stu_0418,active
enr_603,sec_0021,stu_1075,active
enr_604,sec_0021,stu_1106,active
enr_605,sec_0021,stu_1341,active
enr_606,sec_0021,stu_0599,active
enr_607,sec_0021,stu_0523,active
enr_608,sec_0021,stu_0590,active
enr_609,sec_0021,stu_1136,active
enr_610,sec_0021,stu_0319,active
enr_611,sec_0021,stu_1172,active
enr_612,sec_0021,stu_1239,active
enr_613,sec_0021,stu_0941,active
enr_614,sec_0021,stu_0517,active
enr_615,sec_0021,stu_0135,active
enr_616,sec_0021,stu_0874,active
enr_617,sec_0021,stu_0543,active
enr_618,sec_0021,stu_0921,active
enr_619,sec_0021,stu_1141,active
enr_620,sec_0021,stu_0428,active
enr_621,sec_0021,stu_0461,active
enr_622,sec_0021,stu_0197,active
enr_623,sec_0021,stu_0391,active
enr_624,sec_0022,stu_0693,active
enr_625,sec_0022,stu_0066,active
enr_626,sec_0022,stu_1035,active
enr_627,sec_0022,stu_0131,active
enr_628,sec_0022,stu_0823,active
enr_629,sec_0022,stu_1125,active
enr_630,sec_0022,stu_0261,active
enr_631,sec_0022,stu_0903,active
enr_632,sec_0022,stu_0309,active
enr_633,sec_0022,stu_0189,active
enr_634,sec_0022,stu_1052,active
enr_635,sec_0022,stu_0328,active
enr_636,sec_0022,stu_0794,active
enr_637,sec_0022,stu_0724,active
enr_638,sec_0022,stu_0268,active
enr_639,sec_0022,stu_1099,active
enr_640,sec_0022,stu_0061,active
enr_641,sec_0022,stu_0695,active
enr_642,sec_0022,stu_0226,active
enr_643,sec_0023,stu_1186,active
enr_644,sec_0023,stu_0907,active
enr_645,sec_0023,stu_0312,active
enr_646,sec_0023,stu_1385,active
enr_647,sec_0023,stu_0596,active
enr_648,sec_0023,stu_0251,active
enr_649,sec_0023,stu_1118,active
enr_650,sec_0023,stu_0457,active
enr_651,sec_0023,stu_0300,active
enr_652,sec_0023,stu_0626,active
enr_653,sec_0023,stu_0730,active
enr_654,sec_0023,stu_1187,active
enr_655,sec_0023,stu_0293,active
enr_656,sec_0023,stu_1277,active
enr_657,sec_0023,stu_0952,active
enr_658,sec_0023,stu_1276,active
enr_659,sec_0023,stu_0301,active
enr_660,sec_0023,stu_0395,active
enr_661,sec_0023,stu_1005,active
enr_662,sec_0023,stu_1331,active
enr_663,sec_0023,stu_1165,active
enr_664,sec_0023,stu_1221,active
enr_665,sec_0023,stu_1383,active
enr_666,sec_0023,stu_0692,active
enr_667,sec_0023,stu_0739,active
enr_668,sec_0023,stu_0615,active
enr_669,sec_0023,stu_0299,active
enr_670,sec_0024,stu_0492,active
enr_671,sec_0024,stu_0019,active
enr_672,sec_0024,stu_0506,active
enr_673,sec_0024,stu_1205,active
enr_674,sec_0024,stu_0199,active
enr_675,sec_0024,stu_0677,active
enr_676,sec_0024,stu_1230,active
enr_677,sec_0024,stu_0450,active
enr_678,sec_0024,stu_0395,active
enr_679,sec_0024,stu_1346,active
enr_680,sec_0024,stu_0697,active
enr_681,sec_0024,stu_0059,active
enr_682,sec_0024,stu_0496,active
enr_683,sec_0024,stu_0256,active
enr_684,sec_0024,stu_0087,active
enr_685,sec_0024,stu_0140,active
enr_686,sec_0024,stu_0347,active
enr_687,sec_0024,stu_0653,active
enr_688,sec_0024,stu_0102,active
enr_689,sec_0024,stu_0317,active
enr_690,sec_0024,stu_0804,active
enr_691,sec_0024,stu_1391,active
enr_692,sec_0024,stu_1282,active
enr_693,sec_0024,stu_0643,active
enr_694,sec_0024,stu_0620,active
enr_695,sec_0024,stu_0591,active
enr_696,sec_0024,stu_1350,active
enr_697,sec_0024,stu_1018,active
enr_698,sec_0024,stu_1321,active
enr_699,sec_0024,stu_0154,active
enr_700,sec_0024,stu_0033,active
enr_701,sec_0024,stu_0376,active
enr_702,sec_0024,stu_1270,active
enr_703,sec_0024,stu_0624,active
enr_704,sec_0024,stu_1116,active
enr_705,sec_0024,stu_0024,active
enr_706,sec_0024,stu_1076,active
enr_707,sec_0024,stu_0106,active
enr_708,sec_0024,stu_0499,active
enr_709,sec_0024,stu_0487,active
enr_710,sec_0024,stu_0864,active
enr_711,sec_0024,stu_0028,active
enr_712,sec_0025,stu_1154,active
enr_713,sec_0025,stu_1067,active
enr_714,sec_0025,stu_1342,active
enr_715,sec_0025,stu_0736,active
enr_716,sec_0025,stu_1176,active
enr_717,sec_0025,stu_0536,active
enr_718,sec_0025,stu_0277,active
enr_719,sec_0025,stu_1319,active
enr_720,sec_0025,stu_0405,active
enr_721,sec_0025,stu_0145,active
enr_722,sec_0025,stu_0117,active
enr_723,sec_0025,stu_0503,active
enr_724,sec_0025,stu_0921,active
enr_725,sec_0025,stu_0787,active
enr_726,sec_0025,stu_1220,active
enr_727,sec_0025,stu_0665,active
enr_728,sec_0025,stu_0261,active
enr_729,sec_0025,stu_0426,active
enr_730,sec_0025,stu_0469,active
enr_731,sec_0025,stu_1098,active
enr_732,sec_0025,stu_1370,active
enr_733,sec_0025,stu_0819,active
enr_734,sec_0025,stu_0843,active
enr_735,sec_0025,stu_0920,active
